,appName,coreF,memF,n_shm_ld,n_shm_st,n_gld,n_gst,l2_miss,l2_hit,mem_insts,insts,act_util,L_DM,D_DM,n_shm,tex_trans,fp_insts,dp_insts,int_insts,branch_insts
232,matrixMulGlobal,1300,3100,0.0,0.0,2564.9892578125,4.000732421875,0.006043620658539828,0.9939563793414602,2568.989990234375,6298.010009765625,0.973995,130.50454838709678,3.537630072840791,0.0,4096.0,512.0,0.0,6800.0,4.15625
233,matrixMulGlobal,1300,3600,0.0,0.0,2562.6793212890625,4.000732421875,0.005711766957130667,0.9942882330428693,2566.6800537109375,6300.3199462890625,0.9739549999999999,125.93725,3.03326813271605,0.0,4096.0,512.0,0.0,6800.0,4.15625
234,matrixMulGlobal,1300,3900,0.0,0.0,2562.60986328125,4.000732421875,0.00632783519805358,0.9936721648019464,2566.610595703125,6300.389404296875,0.974333,123.75900000000001,2.794205982905983,0.0,4096.0,512.0,0.0,6800.0,4.15625
235,matrixMulGlobal,1500,2100,0.0,0.0,2560.220703125,4.000732421875,0.005731858295270583,0.9942681417047294,2564.221435546875,6302.778564453125,0.9778209999999999,153.63214285714287,6.113962585034013,0.0,4096.0,512.0,0.0,6800.0,4.15625
236,matrixMulGlobal,1500,2600,0.0,0.0,2561.8370361328125,4.000732421875,0.006052805741835032,0.993947194258165,2565.8377685546875,6301.1622314453125,0.9776299999999999,142.86057692307693,4.895669378698225,0.0,4096.0,512.0,0.0,6800.0,4.15625
237,matrixMulGlobal,1500,3100,0.0,0.0,2561.2418212890625,4.000732421875,0.006152285470766401,0.9938477145292336,2565.2425537109375,6301.7574462890625,0.977892,135.56370967741935,4.081880853277835,0.0,4096.0,512.0,0.0,6800.0,4.15625
238,matrixMulGlobal,1500,3600,0.0,0.0,2561.614990234375,4.000732421875,0.006355743902088562,0.9936442560979114,2565.61572265625,6301.38427734375,0.977419,130.29375,3.4999247685185186,0.0,4096.0,512.0,0.0,6800.0,4.15625
239,matrixMulGlobal,1500,3900,0.0,0.0,2563.142333984375,4.000732421875,0.006387815979012114,0.9936121840209878,2567.14306640625,6299.85693359375,0.977877,127.78038461538462,3.2240838264299803,0.0,4096.0,512.0,0.0,6800.0,4.15625
265,matrixMulShared,700,2100,768.0,32.0,129.4510498046875,4.000732421875,0.11261327598681713,0.8873867240131829,909.4517822265625,604.5482177734375,0.978666,123.759,2.85318253968254,800.0,128.0,512.0,0.0,237.0,0.5625
266,matrixMulShared,700,2600,768.0,32.0,129.5489501953125,4.000732421875,0.11453065201514755,0.8854693479848524,909.5496826171875,604.4503173828125,0.9785780000000001,118.73226923076923,2.2846457100591717,800.0,128.0,512.0,0.0,237.0,0.5625
