appName,coreF,memF,argNo,kernel,power/W
eigenvalues,1000,700,input00,bisectKernel,34.29259999999999
eigenvalues,1000,800,input00,bisectKernel,34.76299999999999
eigenvalues,1000,900,input00,bisectKernel,35.19754999999999
eigenvalues,500,1000,input00,bisectKernel,30.21
eigenvalues,500,500,input00,bisectKernel,27.33005999999999
eigenvalues,500,600,input00,bisectKernel,29.26607000000001
eigenvalues,500,700,input00,bisectKernel,29.51627
eigenvalues,500,800,input00,bisectKernel,29.73239
eigenvalues,500,900,input00,bisectKernel,30.21674
eigenvalues,600,1000,input00,bisectKernel,30.70651000000001
eigenvalues,600,500,input00,bisectKernel,27.400820000000007
eigenvalues,600,600,input00,bisectKernel,29.767229999999998
eigenvalues,600,700,input00,bisectKernel,30.24207999999999
eigenvalues,600,800,input00,bisectKernel,30.235789999999998
eigenvalues,600,900,input00,bisectKernel,30.474910000000005
eigenvalues,700,1000,input00,bisectKernel,31.282250000000005
eigenvalues,700,500,input00,bisectKernel,27.87506000000001
eigenvalues,700,600,input00,bisectKernel,30.002849999999995
eigenvalues,700,700,input00,bisectKernel,30.65641999999999
eigenvalues,700,800,input00,bisectKernel,30.959169999999993
eigenvalues,700,900,input00,bisectKernel,31.08703000000001
eigenvalues,800,1000,input00,bisectKernel,32.62536
eigenvalues,800,500,input00,bisectKernel,29.32330999999999
eigenvalues,800,600,input00,bisectKernel,31.443340000000003
eigenvalues,800,700,input00,bisectKernel,31.682460000000006
eigenvalues,800,800,input00,bisectKernel,31.91413000000001
eigenvalues,800,900,input00,bisectKernel,32.21755
eigenvalues,900,1000,input00,bisectKernel,34.278150000000004
eigenvalues,900,500,input00,bisectKernel,31.93454
eigenvalues,900,600,input00,bisectKernel,32.88205000000001
eigenvalues,900,700,input00,bisectKernel,33.12183
eigenvalues,900,800,input00,bisectKernel,33.357699999999994
eigenvalues,900,900,input00,bisectKernel,33.82719
fastWalshTransform,1000,1000,input00,fwtBatch2Kernel,50.27644999999998
fastWalshTransform,1000,500,input00,fwtBatch2Kernel,44.28850999999999
fastWalshTransform,1000,600,input00,fwtBatch2Kernel,45.736580000000004
fastWalshTransform,1000,700,input00,fwtBatch2Kernel,46.880060000000014
fastWalshTransform,1000,800,input00,fwtBatch2Kernel,47.973309999999984
fastWalshTransform,1000,900,input00,fwtBatch2Kernel,49.101410000000016
fastWalshTransform,500,1000,input00,fwtBatch2Kernel,41.481989999999996
fastWalshTransform,500,500,input00,fwtBatch2Kernel,36.68382999999999
fastWalshTransform,500,600,input00,fwtBatch2Kernel,37.40044000000001
fastWalshTransform,500,700,input00,fwtBatch2Kernel,38.312740000000005
fastWalshTransform,500,800,input00,fwtBatch2Kernel,39.665679999999995
fastWalshTransform,500,900,input00,fwtBatch2Kernel,40.13185
fastWalshTransform,600,1000,input00,fwtBatch2Kernel,42.266569999999994
fastWalshTransform,600,500,input00,fwtBatch2Kernel,37.263459999999995
fastWalshTransform,600,600,input00,fwtBatch2Kernel,38.08947
fastWalshTransform,600,700,input00,fwtBatch2Kernel,39.325610000000005
fastWalshTransform,600,800,input00,fwtBatch2Kernel,39.784909999999996
fastWalshTransform,600,900,input00,fwtBatch2Kernel,41.33903000000001
fastWalshTransform,700,1000,input00,fwtBatch2Kernel,42.82675000000001
fastWalshTransform,700,500,input00,fwtBatch2Kernel,37.795739999999995
fastWalshTransform,700,600,input00,fwtBatch2Kernel,38.900359999999985
fastWalshTransform,700,700,input00,fwtBatch2Kernel,39.99860999999999
fastWalshTransform,700,800,input00,fwtBatch2Kernel,40.92323
fastWalshTransform,700,900,input00,fwtBatch2Kernel,41.841750000000005
fastWalshTransform,800,1000,input00,fwtBatch2Kernel,45.433120000000024
fastWalshTransform,800,500,input00,fwtBatch2Kernel,39.86069
fastWalshTransform,800,600,input00,fwtBatch2Kernel,40.99715000000001
fastWalshTransform,800,700,input00,fwtBatch2Kernel,41.97735000000001
fastWalshTransform,800,800,input00,fwtBatch2Kernel,43.281579999999984
fastWalshTransform,800,900,input00,fwtBatch2Kernel,44.18892000000001
fastWalshTransform,900,1000,input00,fwtBatch2Kernel,48.11966000000001
fastWalshTransform,900,500,input00,fwtBatch2Kernel,42.07604000000001
fastWalshTransform,900,600,input00,fwtBatch2Kernel,43.570930000000004
fastWalshTransform,900,700,input00,fwtBatch2Kernel,44.68864000000002
fastWalshTransform,900,800,input00,fwtBatch2Kernel,45.715520000000005
